,ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher
0,034545104X,Flesh Tones: A Novel,M. J. Rose,2002,Ballantine Books
13,0446520802,The Notebook,Nicholas Sparks,1996,Warner Books
36,038550120X,A Painted House,JOHN GRISHAM,2001,Doubleday
71,0425115801,Lightning,Dean R. Koontz,1996,Berkley Publishing Group
97,0449006522,Manhattan Hunt Club,JOHN SAUL,2002,Ballantine Books
119,0553561618,Dark Paradise,TAMI HOAG,1994,Bantam
137,055356451X,Night Sins,TAMI HOAG,1995,Bantam
164,0060517794,Little Altars Everywhere,Rebecca Wells,2003,HarperTorch
178,0451192001,How Stella Got Her Groove Back,Terry McMillan,1997,Signet Book
190,0609801279,The Law of Love,Laura Esquivel,1997,Three Rivers Press (CA)
195,0671537458,Waiting to Exhale,Terry McMillan,1995,Pocket
206,0679776818,Birdsong: A Novel of Love and War,Sebastian Faulks,1997,Vintage Books USA
213,0684867621,The Girl Who Loved Tom Gordon : A Novel,Stephen King,1999,Scribner
247,0451166892,The Pillars of the Earth,Ken Follett,1996,Signet Book
291,034544003X,Southampton Row (Charlotte &amp; Thomas Pitt Novels (Hardcover)),Anne Perry,2002,Ballantine Books
294,0380711524,See Jane Run,Joy Fielding,1992,Avon
304,0451167317,The Dark Half,Stephen King,1994,Signet Book
348,0553572369,Pay Dirt (Mrs. Murphy Mysteries (Paperback)),RITA MAE BROWN,1996,Bantam
351,3499230933,Adressat unbekannt.,Kathrine Kressmann Taylor,2002,Rowohlt Tb.
352,3442136644,Endlich Nichtraucher.,Allen Carr,1992,Goldmann
353,0345443683,"Blackwood Farm (Rice, Anne, Vampire Chronicles.)",ANNE RICE,2003,Ballantine Books
368,043935806X,Harry Potter and the Order of the Phoenix (Book 5),J. K. Rowling,2003,Scholastic
513,055310666X,False Memory,Dean R. Koontz,1999,Bantam Books
519,0330332775,Bridget Jones's Diary,Helen Fielding,1997,Picador (UK)
559,3548603203,Artemis Fowl.,Eoin Colfer,2003,Ullstein TB-Vlg
564,0061054143,The X-Files: Goblins,Charles Grant,1994,HarperEntertainment
568,0061054151,Whirlwind (The X-Files),Charles Grant,1995,HarperEntertainment
577,0061056774,The X-Files: Ground Zero,Kevin J. Anderson,1996,HarperEntertainment
582,0671021346,"Blooded (Buffy the Vampire Slayer, Book 5)",Christopher Golden,1998,Simon Spotlight Entertainment
583,0671024108,Speaking in Tongues,Jeffery Deaver,2002,Pocket
596,0064405176,Walk Two Moons,Sharon Creech,1996,HarperTrophy
606,0440498058,A Wrinkle In Time,MADELEINE L'ENGLE,1998,Yearling
655,0440414121,The Watsons Go to Birmingham - 1963 (Yearling Newbery),CHRISTOPHER PAUL CURTIS,1997,Yearling
657,0671749609,PERFUME : PERFUME,Patrick Suskind,1991,Washington Square Press
660,0140062718,The Rebel Angels,Robertson Davies,1983,Penguin Books
663,0060096195,The Boy Next Door,Meggin Cabot,2002,Avon Trade
692,0375821813,Hoot (Newbery Honor Book),CARL HIAASEN,2002,Knopf Books for Young Readers
697,0786817070,"Artemis Fowl (Artemis Fowl, Book 1)",Eoin Colfer,2002,Miramax Kids
742,2253044903,Le Parfum : Histoire d'un meurtrier,Patrick SÃ?Â¼skind,1988,LGF
755,2253150711,Stupeur Et Tremblements,Amelie Nothomb,2001,Distribooks
768,0440225825,Move to Strike,Perri O'Shaughnessy,2001,Island
779,0316781266,The Last Time They Met : A Novel,Anita Shreve,2002,Back Bay Books
817,0345446860,Back When We Were Grownups : A Novel (Ballantine Reader's Circle),ANNE TYLER,2002,Ballantine Books
832,0380005239,Go Ask Alice (Avon/Flare Book),James Jennings,1991,Avon Books
842,1593080255,The Picture of Dorian Gray,Oscar Wilde,2003,Barnes &amp; Noble Books-Imports
846,0385729340,The Second Summer of the Sisterhood,ANN BRASHARES,2003,Delacorte Books for Young Readers
867,0446364193,Along Came a Spider (Alex Cross Novels),James Patterson,1993,Warner Books
920,3379015180,Schlafes Bruder,Robert Schneider,1994,"Reclam, Leipzig"
928,3404148576,Nordermoor,Arnaldur Indridason,2003,LÃ?Â¼bbe
