,ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher
0,0446520802,The Notebook,Nicholas Sparks,1996,Warner Books
21,038550120X,A Painted House,JOHN GRISHAM,2001,Doubleday
55,0425115801,Lightning,Dean R. Koontz,1996,Berkley Publishing Group
79,0449006522,Manhattan Hunt Club,JOHN SAUL,2002,Ballantine Books
100,0553561618,Dark Paradise,TAMI HOAG,1994,Bantam
117,055356451X,Night Sins,TAMI HOAG,1995,Bantam
144,0451192001,How Stella Got Her Groove Back,Terry McMillan,1997,Signet Book
156,0671537458,Waiting to Exhale,Terry McMillan,1995,Pocket
167,0684867621,The Girl Who Loved Tom Gordon : A Novel,Stephen King,1999,Scribner
200,0451166892,The Pillars of the Earth,Ken Follett,1996,Signet Book
243,0451167317,The Dark Half,Stephen King,1994,Signet Book
283,043935806X,Harry Potter and the Order of the Phoenix (Book 5),J. K. Rowling,2003,Scholastic
417,0330332775,Bridget Jones's Diary,Helen Fielding,1997,Picador (UK)
453,0440498058,A Wrinkle In Time,MADELEINE L'ENGLE,1998,Yearling
498,0060096195,The Boy Next Door,Meggin Cabot,2002,Avon Trade
526,0786817070,"Artemis Fowl (Artemis Fowl, Book 1)",Eoin Colfer,2002,Miramax Kids
570,0440225825,Move to Strike,Perri O'Shaughnessy,2001,Island
577,0316781266,The Last Time They Met : A Novel,Anita Shreve,2002,Back Bay Books
614,0345446860,Back When We Were Grownups : A Novel (Ballantine Reader's Circle),ANNE TYLER,2002,Ballantine Books
627,0446364193,Along Came a Spider (Alex Cross Novels),James Patterson,1993,Warner Books
675,0345423402,A Kiss of Shadows (Meredith Gentry Novels (Paperback)),LAURELL K. HAMILTON,2002,Ballantine Books
698,0446613843,The Jester,James Patterson,2004,Warner Books
708,0440241537,The King of Torts,JOHN GRISHAM,2003,Dell
747,002542730X,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,James Finn Garner,1994,John Wiley &amp; Sons Inc
788,0316666343,The Lovely Bones: A Novel,Alice Sebold,2002,"Little, Brown"
1066,0385504209,The Da Vinci Code,Dan Brown,2003,Doubleday
