,ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher
0,034545104X,Flesh Tones: A Novel,M. J. Rose,2002,Ballantine Books
11,0446520802,The Notebook,Nicholas Sparks,1996,Warner Books
32,038550120X,A Painted House,JOHN GRISHAM,2001,Doubleday
66,0425115801,Lightning,Dean R. Koontz,1996,Berkley Publishing Group
90,0449006522,Manhattan Hunt Club,JOHN SAUL,2002,Ballantine Books
111,0553561618,Dark Paradise,TAMI HOAG,1994,Bantam
128,055356451X,Night Sins,TAMI HOAG,1995,Bantam
155,0060517794,Little Altars Everywhere,Rebecca Wells,2003,HarperTorch
167,0451192001,How Stella Got Her Groove Back,Terry McMillan,1997,Signet Book
179,0671537458,Waiting to Exhale,Terry McMillan,1995,Pocket
190,0684867621,The Girl Who Loved Tom Gordon : A Novel,Stephen King,1999,Scribner
223,0451166892,The Pillars of the Earth,Ken Follett,1996,Signet Book
266,0451167317,The Dark Half,Stephen King,1994,Signet Book
306,043935806X,Harry Potter and the Order of the Phoenix (Book 5),J. K. Rowling,2003,Scholastic
440,0330332775,Bridget Jones's Diary,Helen Fielding,1997,Picador (UK)
476,0061054151,Whirlwind (The X-Files),Charles Grant,1995,HarperEntertainment
483,0671024108,Speaking in Tongues,Jeffery Deaver,2002,Pocket
493,0064405176,Walk Two Moons,Sharon Creech,1996,HarperTrophy
502,0440498058,A Wrinkle In Time,MADELEINE L'ENGLE,1998,Yearling
547,0060096195,The Boy Next Door,Meggin Cabot,2002,Avon Trade
575,0786817070,"Artemis Fowl (Artemis Fowl, Book 1)",Eoin Colfer,2002,Miramax Kids
619,0440225825,Move to Strike,Perri O'Shaughnessy,2001,Island
626,0316781266,The Last Time They Met : A Novel,Anita Shreve,2002,Back Bay Books
663,0345446860,Back When We Were Grownups : A Novel (Ballantine Reader's Circle),ANNE TYLER,2002,Ballantine Books
676,0385729340,The Second Summer of the Sisterhood,ANN BRASHARES,2003,Delacorte Books for Young Readers
695,0446364193,Along Came a Spider (Alex Cross Novels),James Patterson,1993,Warner Books
743,0449217264,Alaska,James A. Michener,1994,Fawcett Books
751,0345423402,A Kiss of Shadows (Meredith Gentry Novels (Paperback)),LAURELL K. HAMILTON,2002,Ballantine Books
774,044020562X,One,Richard Bach,1989,Dell
784,042518109X,Whispers,Dean R. Koontz,2001,Berkley Publishing Group
794,0671723650,How To Win Friends And Influence People,Dale Carnegie,1990,Pocket
799,0446613843,The Jester,James Patterson,2004,Warner Books
809,0440241537,The King of Torts,JOHN GRISHAM,2003,Dell
848,002542730X,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,James Finn Garner,1994,John Wiley &amp; Sons Inc
889,0316666343,The Lovely Bones: A Novel,Alice Sebold,2002,"Little, Brown"
1167,0345391810,The Restaurant at the End of the Universe (Hitchhiker's Trilogy (Paperback)),Douglas Adams,1995,Ballantine Books
1182,0385504209,The Da Vinci Code,Dan Brown,2003,Doubleday
1395,0679745580,In Cold Blood (Vintage International),TRUMAN CAPOTE,1994,Vintage
1401,0804106304,The Joy Luck Club,Amy Tan,1994,Prentice Hall (K-12)
1488,0971880107,Wild Animus,Rich Shapero,2004,Too Far
1650,059030271X,Charlotte's Web,E. B. White,1974,Scholastic Paperbacks (T)
1661,0060964049,"Tales of the City (Tales of the City Series, V. 1)",Armistead Maupin,1989,Perennial
1676,0380807343,Coraline,Neil Gaiman,2003,HarperTrophy
1696,0439064864,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,1999,Scholastic
1784,059035342X,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),J. K. Rowling,1999,Arthur A. Levine Books
1931,0446310786,To Kill a Mockingbird,Harper Lee,1988,Little Brown &amp; Company
2042,0312966970,Four To Score (A Stephanie Plum Novel),Janet Evanovich,1999,St. Martin's Paperbacks
2094,0345354621,The Terminal Man,Michael Crichton,1988,Ballantine Books
2107,0425172546,Southern Cross,Patricia Daniels Cornwell,1999,Berkley Publishing Group
2140,0440220602,The Chamber,John Grisham,1995,Dell Publishing Company
2207,0765342987,Kushiel's Dart,Jacqueline Carey,2002,Tor Books
2226,0812550307,"The Fires of Heaven (The Wheel of Time, Book 5)",Robert Jordan,1994,Tor Fantasy
2239,0060930187,The Bell Jar : A Novel (Perennial Classics),Sylvia Plath,2000,Perennial
2261,0375760911,The Idiot Girls' Action Adventure Club,Laurie Notaro,2002,Villard Books
2287,0689817851,Go Ask Alice,Anonymous,1998,Simon Pulse
2313,0671793489,All Around the Town,Mary Higgins Clark,1993,Pocket Star
2337,0312244266,Winter Solstice,Rosamunde Pilcher,2000,Thomas Dunne Books
2350,3423202327,MÃ?Â¶rder ohne Gesicht.,Henning Mankell,1999,Dtv
2361,3492045170,Stupid White Men. Eine Abrechnung mit dem Amerika unter George W. Bush,Michael Moore,2003,Piper
2377,0671011367,Deja Dead,Kathy Reichs,1998,Pocket
2400,0061000027,Dance Hall of the Dead (Joe Leaphorn Novels),Tony Hillerman,1990,HarperTorch
2409,0812511816,"The Eye of the World (The Wheel of Time, Book 1)",Robert Jordan,1990,Tor Fantasy
2435,0880381736,"Dragons of Autumn Twilight (Dragonlance Chronicles, Vol 1)",Margaret Weis,1990,TSR
2450,0060505885,The Scandalous Summer of Sissy LeBlanc : A Novel,Loraine Despres,2002,Perennial
2464,0061097101,The Saving Graces: A Novel,Patricia Gaffney,2000,HarperTorch
2490,0312283709,Running with Scissors,Augusten Burroughs,2002,St. Martin's Press
2502,0312983271,Full House (Janet Evanovich's Full Series),Janet Evanovich,2002,St. Martin's Paperbacks
2542,0380731851,Mystic River,Dennis Lehane,2002,HarperTorch
2585,0446605484,Roses Are Red (Alex Cross Novels),James Patterson,2001,Warner Vision
2619,0446611212,Violets Are Blue,James Patterson,2002,Warner Vision
2653,0451188454,The Bone Collector (Lincoln Rhyme Novels (Paperback)),Jeff Deaver,2004,Signet Book
2674,0609804138,The Sweet Potato Queens' Book of Love,JILL CONNER BROWNE,1999,Three Rivers Press
2716,0671003755,She's Come Undone (Oprah's Book Club (Paperback)),Wally Lamb,1996,Washington Square Press
2808,0743407067,The First Time,Joy Fielding,2001,Pocket Star
2820,074343627X,Dreamcatcher,Stephen King,2001,Pocket
2847,0385720920,Choke,CHUCK PALAHNIUK,2002,Anchor
2862,0393319296,Invisible Monsters,Chuck Palahniuk,1999,W.W. Norton &amp; Company
2878,0553262505,"A Wizard of Earthsea (Earthsea Trilogy, Book 1)",URSULA K. LE GUIN,1984,Bantam
2897,0805062971,Fight Club,Chuck Palahniuk,1999,Owl Books
2923,3257228007,Das Parfum: Die Geschichte Eines Morders,Patrick Suskind,1994,Distribooks Inc
2934,1573229571,About a Boy (Movie Tie-In),Nick Hornby,2002,Riverhead Books
2960,0064407667,"The Bad Beginning (A Series of Unfortunate Events, Book 1)",Lemony Snicket,1999,HarperCollins
3021,081297106X,Reading Lolita in Tehran: A Memoir in Books,Azar Nafisi,2003,Random House Trade Paperbacks
3033,0425191184,Red Rabbit,Tom Clancy,2003,Berkley Publishing Group
3043,0385503822,The Summons,John Grisham,2002,Doubleday Books
3076,0425189864,Mortal Prey,John Sandford,2003,Berkley Publishing Group
3087,0440236053,Writ of Execution,Perri O'Shaughnessy,2002,Dell Publishing Company
3097,0440241073,The Summons,John Grisham,2002,Dell Publishing Company
3169,0553586122,Reap the Wind,Iris Johansen,2002,Bantam Books
3183,0312960344,Pandora's Clock,John J. Nance,1996,St. Martin's Press
3187,0345342968,Fahrenheit 451,RAY BRADBURY,1987,Del Rey
3269,0375756981,The Vagina Monologues: The V-Day Edition,Eve Ensler,2000,Villard Books
3288,0671027662,Coast Road: A Novel,Barbara Delinsky,1999,Pocket Books
3302,0767903382,Tender at the Bone: Growing Up at the Table,Ruth Reichl,1999,Broadway Books
3310,034541389X,Flesh and Blood,Jonathan Kellerman,2002,Ballantine Books
3330,0345452550,A Cold Heart: An Alex Delaware Novel,JONATHAN KELLERMAN,2003,Ballantine Books
3342,0399148639,Mortal Prey,John Sandford,2002,Putnam Publishing Group
3356,0449221512,I Is for Innocent,Sue Grafton,1994,Fawcett Books
3387,0670894184,Back Roads,Tawni O'Dell,2000,Viking Books
3406,0671024094,The Coffin Dancer (Lincoln Rhyme Novels (Paperback)),Jeffery Deaver,1999,Pocket Books
3420,0743486226,Angels &amp; Demons,Dan Brown,2003,Atria
3436,0425175405,Black Notice,Patricia Daniels Cornwell,2000,Berkley Publishing Group
3473,0440225701,The Street Lawyer,JOHN GRISHAM,1999,Dell
3520,0553263226,The Bourne Supremacy,Robert Ludlum,1987,Bantam
3535,067102423X,Bag of Bones,Stephen King,1999,Pocket
3582,0425178102,Big Trouble,Dave Barry,2001,Berkley Publishing Group
3591,0446609404,Cradle and All,James Patterson,2001,Warner Vision
3619,0446610038,1st to Die: A Novel,James Patterson,2002,Warner Vision
3694,0553285920,Silent Partner (Alex Delaware Novels (Paperback)),Jonathan Kellerman,1990,Bantam Books
3704,0345404114,Sleepers,Lorenzo Carcaterra,1996,Ballantine Books
3724,0385479565,The Hot Zone,Richard Preston,1995,Anchor
3760,0451173139,Night over Water,Ken Follett,1992,Signet Book
3771,0553299506,Private Eyes (Alex Delaware Novels (Paperback)),Jonathan Kellerman,1992,Bantam Books
3783,0553580930,A Man in Full,Tom Wolfe,1999,Bantam
3796,080410946X,Object Lessons,Anna Quindlen,1992,Ivy Books
3805,0804114986,The Bonesetter's Daughter,Amy Tan,2002,Ballantine Books
3848,0440414806,Holes (Yearling Newbery),LOUIS SACHAR,2000,Yearling
3877,0440224705,Hard Time (V.I. Warshawski Novels (Paperback)),SARA PARETSKY,2000,Dell
3890,0515115649,The Cat Who Came to Breakfast,Lilian Jackson Braun,1995,Jove Books
3898,0515129941,The Cat Who Robbed a Bank (Cat Who... (Paperback)),Lilian Jackson Braun,2001,Jove Books
3906,0671042858,The Girl Who Loved Tom Gordon,Stephen King,2000,Pocket
3945,0679745203,The English Patient,Michael Ondaatje,1996,Vintage Books USA
3992,0060391626,I Know This Much Is True (Oprah's Book Club),Wally Lamb,1998,Regan Books
4021,0060502258,The Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,2002,HarperTorch
4102,0060987561,I Know This Much Is True,Wally Lamb,1999,Regan Books
4151,0316734837,Fortune's Rocks : A Novel,Anita Shreve,2002,"Little, Brown"
4158,0345413881,Dr. Death (Alex Delaware Novels (Paperback)),Jonathan Kellerman,2001,Ballantine Books
4177,037582233X,Stargirl,JERRY SPINELLI,2002,Knopf Books for Young Readers
4190,0385475721,The Blind Assassin,Margaret Atwood,2000,Nan A. Talese
4210,0385729332,The Sisterhood of the Traveling Pants,Ann Brashares,2001,Delacorte Press
4234,0399142789,Conversations with God : An Uncommon Dialogue (Book 1),Neale Donald Walsch,1996,Putnam Publishing Group
4243,042511774X,Breathing Lessons,Anne Tyler,1994,Berkley Publishing Group
4259,0440236673,The Brethren,John Grisham,2000,Island
4309,0446604801,Jack &amp; Jill (Alex Cross Novels),James Patterson,1997,Warner Books
4342,0446606189,Cat &amp; Mouse (Alex Cross Novels),James Patterson,1998,Warner Books
4377,0446606383,The Midnight Club,James Patterson,1999,Warner Vision
4392,0446609323,Black Friday,James Patterson,1989,Warner Vision
4407,0449134482,Dances With Wolves,Michael Blake,1990,Fawcett Books
4418,0449223345,A Pirate Looks at Fifty,Jimmy Buffett,1999,Fawcett Books
4424,0553268880,The Prince of Tides,Pat Conroy,1987,Bantam Books
4459,0553572997,The Alienist,Caleb Carr,1995,Bantam Books
4515,0670869902,How Stella Got Her Groove Back,Terry McMillan,1996,Viking Books
4532,0671021001,She's Come Undone (Oprah's Book Club),Wally Lamb,1998,Pocket
4628,0671510053,SHIPPING NEWS,Annie Proulx,1994,Scribner
4681,0679459618,Dr. Death: A Novel,Jonathan Kellerman,2000,Random House Trade
4695,0679746048,"Girl, Interrupted",SUSANNA KAYSEN,1994,Vintage
4757,0684841347,ONE DAY MY SOUL JUST OPENED UP : 40 DAYS AND 40 NIGHTS TOWARD SPIRITUAL STRENGTH AND PERSONAL GROWTH,Iyanla Vanzant,1998,Fireside
4760,0811801802,Sabine's Notebook: In Which the Extraordinary Correspondence of Griffin &amp; Sabine Continues,Nick Bantock,1992,Chronicle Books
4782,1558743669,"A Child Called \It\"": One Child's Courage to Survive""",Dave Pelzer,1995,Health Communications
4834,0316969680,The Beach House,James Patterson,2002,"Little, Brown"
4861,0375703861,White Teeth: A Novel,Zadie Smith,2001,Vintage Books USA
4887,0743206045,Daddy's Little Girl,Mary Higgins Clark,2002,Simon &amp; Schuster
4903,0380600129,The Indian in the Cupboard,Lynne Reid Banks,1999,HarperTrophy
4915,0380702843,The Return of the Indian (Indian in the Cupboard),Lynne Reid Banks,1999,HarperTrophy
4925,039480001X,The Cat in the Hat,Dr. Seuss,1957,Random House Books for Young Readers
4947,044023722X,A Painted House,John Grisham,2001,Dell Publishing Company
5032,0312282990,The Amazing Adventures of Kavalier &amp; Clay,Michael Chabon,2001,Picador
5062,037541309X,Balzac and the Little Chinese Seamstress,Dai Sijie,2001,Alfred A. Knopf
5080,0826308791,The Education of Little Tree (A Zia Book),Forrest Carter,1986,University of New Mexico Press
5089,014023313X,The Stone Diaries,Carol Shields,1995,Penguin Books
5113,014029628X,Girl in Hyacinth Blue,Susan Vreeland,2000,Penguin Books
5149,038550926X,The Devil Wears Prada : A Novel,LAUREN WEISBERGER,2003,Doubleday
5181,0449005909,Nightshade,John Saul,2001,Ballantine Books
5193,0345443284,While I Was Gone,Sue Miller,1999,Ballantine Books
5240,0425128164,The Voice of the Night,Dean R. Koontz,1996,Berkley Publishing Group
5263,0316601950,The Pilot's Wife : A Novel,Anita Shreve,1999,Back Bay Books
5361,0452282152,Girl with a Pearl Earring,Tracy Chevalier,2001,Plume Books
5473,0345422384,Pandora: New Tales of the Vampires (New Tales of the Vampires),Anne Rice,1999,Ballantine Books
5496,0552998486,Chocolat,Joanne Harris,2000,Black Swan
5519,0425154092,From Potter's Field,Patricia Daniels Cornwell,1996,Berkley Publishing Group
5567,0380721643,Track of the Cat (Anna Pigeon Mysteries (Paperback)),Nevada Barr,1994,Avon Books
5582,0060173289,Divine Secrets of the Ya-Ya Sisterhood : A Novel,Rebecca Wells,1996,HarperCollins
5607,0060976845,Little Altars Everywhere: A Novel,Rebecca Wells,1996,Perennial
5699,0441478123,The Left Hand of Darkness (Remembering Tomorrow),Ursula K. Le Guin,1991,ACE Charter
5710,0156027321,Life of Pi,Yann Martel,2003,Harvest Books
5822,0553576801,The Perfect Husband,LISA GARDNER,1997,Bantam
5839,0312195516,The Red Tent (Bestselling Backlist),Anita Diamant,1998,Picador USA
5974,0385474016,"Like Water for Chocolate: A Novel in Monthly Installments With Recipes, Romances and Home Remedies",Laura Esquivel,1994,Anchor Books/Doubleday
6006,0446322180,Name of the Rose-Nla,Umberto Eco,1984,Warner Books
6019,0446608955,A Walk to Remember,Nicholas Sparks,2000,Warner Books
6077,0451137965,Thinner,Stephen King,1985,New Amer Library
6098,0553279378,I Know Why the Caged Bird Sings,MAYA ANGELOU,1983,Bantam
6131,0670892963,Bridget Jones : The Edge of Reason,Helen Fielding,2000,Viking Books
6169,0671028375,Fatal Voyage,Kathy Reichs,2002,Pocket
6184,0671683993,The Temple of My Familiar,Alice Walker,1990,Pocket
6199,0684872153,Angela's Ashes (MMP) : A Memoir,Frank McCourt,1999,Scribner
6247,006092988X,A Tree Grows in Brooklyn,Betty Smith,1998,Perennial
6261,0060930535,The Poisonwood Bible: A Novel,Barbara Kingsolver,1999,Perennial
6331,0060932139,The Unbearable Lightness of Being : A Novel (Perennial Classics),Milan Kundera,1999,Perennial
6343,0060934417,Bel Canto: A Novel,Ann Patchett,2002,Perennial
6400,0061009059,One for the Money (Stephanie Plum Novels (Paperback)),Janet Evanovich,1995,HarperTorch
6451,0061030430,Long Time No See,Susan Isaacs,2002,HarperTorch
